mc: fail
man-pages-es: fail
mdevctl: 1.3.0
man-pages-pl: fail
mariadb-connector-odbc: 3.2.1
marisa: 1.2.0
mariadb: 11.5.1
maven-parent: 10.2.0.0
mariadb-connector-c: 3.3.1
man-pages-zh-CN: 1.5.2.1
mcstrans: fail
mesa-libGLU: 9.2
mcelog: 199
mdds: fail
memkind: 1.14.0
mercurial: 1.0
media-player-info: fail
mecab: 0.0.7
man-pages: 5.13
maven-compiler-plugin: 3.13.0
meanwhile: 1.1.1
mecab-ipadic: 0.0.7
maven-surefire: 3.3.0
meson: 1.4.1
maven-wagon: 1.2.1
maven: 4.0.0
mesa: 2.3.0
maven-resources-plugin: 3.3.1
maven-resolver: 2.0.0
metis: 3.0.7
maven-jar-plugin: 3.11.4
mcpp: 0.7.6
mtools: fail
mlocate: 0.26
mysql: 1.2.16
msgpack: 1
mod_wsgi: fail
mod_intercept_form_submit: fail
mod_security_crs: fail
mt-st: fail
mrtg: fail
mtdev: fail
msopenjdk-17: fail
minizip: fail
mksh: fail
mythes: fail
mutt: fail
microdnf: fail
munge: fail
ming: fail
mstflint: fail
multus: fail
msr-tools: fail
migrationtools: fail
mtx: fail
mkfontscale: fail
mlnx-tools: fail
microcode_ctl: fail
mlx-bootctl: fail
mock: fail
mm-common: fail
moby-engine: fail
mod_auth_mellon: fail
mod_http2: fail
mod_auth_gssapi: fail
mozjs: fail
mod_fcgid: fail
mokutil: fail
mobile-broadband-provider-info: fail
mpage: fail
mod_authnz_pam: fail
mock-core-configs: fail
moby-containerd-cc: fail
mod_md: fail
ModemManager: fail
msopenjdk-17: fail
mod_auth_openidc: fail
minicom: fail
mpfr: fail
mod_security: fail
mod_lookup_identity: fail
mtr: fail
mythes-de: fail
mythes-bg: fail
mythes-en: fail
mythes-fr: fail
mythes-da: fail
mythes-ca: fail
mythes-el: fail
mythes-es: fail
mythes-ga: fail
mythes-hu: fail
net-snmp: 5.9.4
mythes-eo: 9.2
mythes-pt: fail
mythes-pl: fail
mythes-cs: fail
mythes-sk: fail
mythes-uk: fail
mythes-ne: fail
mythes-nl: fail
mythes-ro: fail
ncurses: fail
mythes-sl: fail
mythes-mi: fail
nano: fail
mythes-ru: fail
netsniff-ng: 0.6.8
nghttp2: 1.62.1
nginx: 1.27.0
nbd: fail
nDPI: fail
nbdkit: fail
ndctl: fail
mythes-sv: fail
netpbm: fail
neon: fail
net-tools: fail
ncompress: fail
netlabel_tools: fail
nasm: fail
nfs4-acl-tools: fail
netcdf: fail
netavark: fail
nftables: fail
nettle: fail
netcf: fail
newt: fail
networkd-dispatcher: fail
nfs-utils: fail
netplan: fail
nilfs-utils: fail
nmap: fail
nkf: fail
ninja-build: 1.12.1
nload: 0.5.10
npth: 1.7
ntp: fail
nodejs-packaging: 9
nspr: 4.0.1
nlopt: 2.7.1
nodejs-nodemon: fail
numactl: 2.0.18
ocaml: 5.2.0
node-problem-detector: 0.8.19
nss: 2.23
nlohmann-json: 3.11.3
nss-mdns: 0.15.1
numpy: 1.26.5
nss-pam-ldapd: 0.9.12
nodejs: 22.3.0
